"hhsize","nInfContacts","nContacts","sim"
3,32,82,1247
4,41,144,1247
5,66,180,1247
6,43,100,1247
7,20,54,1247
8,21,63,1247
12,2,11,1247
2,8,32,1248
3,24,82,1248
4,40,144,1248
5,64,180,1248
6,41,100,1248
7,22,54,1248
8,23,63,1248
12,3,11,1248
2,9,32,1249
3,21,82,1249
4,34,144,1249
5,69,180,1249
6,36,100,1249
7,25,54,1249
8,23,63,1249
12,0,11,1249
2,11,32,1250
3,22,82,1250
4,39,144,1250
5,73,180,1250
6,44,100,1250
7,25,54,1250
8,26,63,1250
12,2,11,1250
2,11,32,1251
3,37,82,1251
4,38,144,1251
5,62,180,1251
6,37,100,1251
7,16,54,1251
8,24,63,1251
12,2,11,1251
2,11,32,1252
3,23,82,1252
4,37,144,1252
5,57,180,1252
6,35,100,1252
7,25,54,1252
8,24,63,1252
12,1,11,1252
2,11,32,1253
3,26,82,1253
4,43,144,1253
5,61,180,1253
6,38,100,1253
7,23,54,1253
8,31,63,1253
12,2,11,1253
2,13,32,1254
3,14,82,1254
4,34,144,1254
5,59,180,1254
6,45,100,1254
7,23,54,1254
8,27,63,1254
12,3,11,1254
2,6,32,1255
3,29,82,1255
4,37,144,1255
5,54,180,1255
6,31,100,1255
7,23,54,1255
8,27,63,1255
12,4,11,1255
2,9,32,1256
3,26,82,1256
4,35,144,1256
5,67,180,1256
6,37,100,1256
7,21,54,1256
8,17,63,1256
12,2,11,1256
2,12,32,1257
3,37,82,1257
4,41,144,1257
5,53,180,1257
6,35,100,1257
7,19,54,1257
8,23,63,1257
12,4,11,1257
2,11,32,1258
3,28,82,1258
4,33,144,1258
5,71,180,1258
6,43,100,1258
7,27,54,1258
8,28,63,1258
12,3,11,1258
2,7,32,1259
3,28,82,1259
4,33,144,1259
5,60,180,1259
6,35,100,1259
7,19,54,1259
8,16,63,1259
12,5,11,1259
2,9,32,1260
3,24,82,1260
4,44,144,1260
5,73,180,1260
6,26,100,1260
7,26,54,1260
8,26,63,1260
12,3,11,1260
2,10,32,1261
3,28,82,1261
4,38,144,1261
5,64,180,1261
6,35,100,1261
7,24,54,1261
8,24,63,1261
12,1,11,1261
2,14,32,1262
3,25,82,1262
4,36,144,1262
5,59,180,1262
6,43,100,1262
7,22,54,1262
8,22,63,1262
12,1,11,1262
2,14,32,1263
3,29,82,1263
4,28,144,1263
5,75,180,1263
6,32,100,1263
7,24,54,1263
8,25,63,1263
12,1,11,1263
2,9,32,1264
3,28,82,1264
4,49,144,1264
5,61,180,1264
6,36,100,1264
7,27,54,1264
8,25,63,1264
12,1,11,1264
2,11,32,1265
3,28,82,1265
4,48,144,1265
5,74,180,1265
6,28,100,1265
7,29,54,1265
8,31,63,1265
12,2,11,1265
2,12,32,1266
3,30,82,1266
4,48,144,1266
5,65,180,1266
6,49,100,1266
7,24,54,1266
8,22,63,1266
12,5,11,1266
2,10,32,1267
3,32,82,1267
4,40,144,1267
5,51,180,1267
6,39,100,1267
7,13,54,1267
8,23,63,1267
12,2,11,1267
2,10,32,1268
3,34,82,1268
4,28,144,1268
5,65,180,1268
6,36,100,1268
7,24,54,1268
8,27,63,1268
12,1,11,1268
2,11,32,1269
3,31,82,1269
4,38,144,1269
5,55,180,1269
6,36,100,1269
7,24,54,1269
8,23,63,1269
12,3,11,1269
2,10,32,1270
3,27,82,1270
4,32,144,1270
5,53,180,1270
6,38,100,1270
7,21,54,1270
8,28,63,1270
12,2,11,1270
2,7,32,1271
3,28,82,1271
4,39,144,1271
5,52,180,1271
6,45,100,1271
7,27,54,1271
8,19,63,1271
12,2,11,1271
2,12,32,1272
3,25,82,1272
4,40,144,1272
5,64,180,1272
6,30,100,1272
7,22,54,1272
8,32,63,1272
12,3,11,1272
2,11,32,1273
3,30,82,1273
4,41,144,1273
5,67,180,1273
6,50,100,1273
7,24,54,1273
8,32,63,1273
12,4,11,1273
2,14,32,1274
3,36,82,1274
4,43,144,1274
5,58,180,1274
6,31,100,1274
7,21,54,1274
8,22,63,1274
12,2,11,1274
2,12,32,1275
3,24,82,1275
4,35,144,1275
5,60,180,1275
6,35,100,1275
7,24,54,1275
8,23,63,1275
12,3,11,1275
2,12,32,1276
3,25,82,1276
4,43,144,1276
5,68,180,1276
6,39,100,1276
7,27,54,1276
8,23,63,1276
12,5,11,1276
2,9,32,1277
3,25,82,1277
4,35,144,1277
5,70,180,1277
6,36,100,1277
7,19,54,1277
8,31,63,1277
12,3,11,1277
2,8,32,1278
3,24,82,1278
4,35,144,1278
5,65,180,1278
6,36,100,1278
7,31,54,1278
8,28,63,1278
12,5,11,1278
2,10,32,1279
3,30,82,1279
4,41,144,1279
5,57,180,1279
6,38,100,1279
7,25,54,1279
8,27,63,1279
12,0,11,1279
2,10,32,1280
3,25,82,1280
4,47,144,1280
5,62,180,1280
6,37,100,1280
7,25,54,1280
8,32,63,1280
12,3,11,1280
2,18,32,1281
3,29,82,1281
4,38,144,1281
5,75,180,1281
6,35,100,1281
7,29,54,1281
8,27,63,1281
12,2,11,1281
2,11,32,1282
3,31,82,1282
4,40,144,1282
5,56,180,1282
6,34,100,1282
7,19,54,1282
8,32,63,1282
12,6,11,1282
2,10,32,1283
3,24,82,1283
4,47,144,1283
5,59,180,1283
6,38,100,1283
7,21,54,1283
8,31,63,1283
12,2,11,1283
2,10,32,1284
3,27,82,1284
4,38,144,1284
5,58,180,1284
6,40,100,1284
7,22,54,1284
8,21,63,1284
12,1,11,1284
2,6,32,1285
3,27,82,1285
4,41,144,1285
5,67,180,1285
6,34,100,1285
7,21,54,1285
8,27,63,1285
12,2,11,1285
2,12,32,1286
3,24,82,1286
4,47,144,1286
5,74,180,1286
6,37,100,1286
7,24,54,1286
8,35,63,1286
12,1,11,1286
2,13,32,1287
3,26,82,1287
4,38,144,1287
5,71,180,1287
6,39,100,1287
7,20,54,1287
8,25,63,1287
12,4,11,1287
2,11,32,1288
3,16,82,1288
4,32,144,1288
5,64,180,1288
6,41,100,1288
7,21,54,1288
8,34,63,1288
12,3,11,1288
2,11,32,1289
3,27,82,1289
4,44,144,1289
5,68,180,1289
6,38,100,1289
7,20,54,1289
8,24,63,1289
12,3,11,1289
2,8,32,1290
3,30,82,1290
4,35,144,1290
5,58,180,1290
6,35,100,1290
7,23,54,1290
8,28,63,1290
12,2,11,1290
2,9,32,1291
3,24,82,1291
4,40,144,1291
5,64,180,1291
6,29,100,1291
7,23,54,1291
8,23,63,1291
12,1,11,1291
2,14,32,1292
3,23,82,1292
4,39,144,1292
5,53,180,1292
6,35,100,1292
7,23,54,1292
8,29,63,1292
12,2,11,1292
2,12,32,1293
3,28,82,1293
4,37,144,1293
5,64,180,1293
6,32,100,1293
7,27,54,1293
8,29,63,1293
12,1,11,1293
2,13,32,1294
3,29,82,1294
4,39,144,1294
5,64,180,1294
6,37,100,1294
7,24,54,1294
8,26,63,1294
12,2,11,1294
2,13,32,1295
3,34,82,1295
4,42,144,1295
5,49,180,1295
6,33,100,1295
7,21,54,1295
8,22,63,1295
12,2,11,1295
2,12,32,1296
3,32,82,1296
4,35,144,1296
5,53,180,1296
6,30,100,1296
7,22,54,1296
8,28,63,1296
12,2,11,1296
2,14,32,1297
3,30,82,1297
4,36,144,1297
5,65,180,1297
6,40,100,1297
7,31,54,1297
8,29,63,1297
12,1,11,1297
2,12,32,1298
3,26,82,1298
4,57,144,1298
5,62,180,1298
6,42,100,1298
7,22,54,1298
8,30,63,1298
12,0,11,1298
2,13,32,1299
3,26,82,1299
4,42,144,1299
5,71,180,1299
6,40,100,1299
7,22,54,1299
8,25,63,1299
12,1,11,1299
2,8,32,1300
3,20,82,1300
4,37,144,1300
5,60,180,1300
6,45,100,1300
7,25,54,1300
8,26,63,1300
12,2,11,1300
2,11,32,1301
3,24,82,1301
4,26,144,1301
5,60,180,1301
6,38,100,1301
7,16,54,1301
8,28,63,1301
12,5,11,1301
2,12,32,1302
3,38,82,1302
4,45,144,1302
5,73,180,1302
6,27,100,1302
7,25,54,1302
8,30,63,1302
12,3,11,1302
2,11,32,1303
3,23,82,1303
4,44,144,1303
5,55,180,1303
6,39,100,1303
7,25,54,1303
8,25,63,1303
12,2,11,1303
2,11,32,1304
3,27,82,1304
4,37,144,1304
5,76,180,1304
6,37,100,1304
7,20,54,1304
8,23,63,1304
12,0,11,1304
2,8,32,1305
3,25,82,1305
4,36,144,1305
5,71,180,1305
6,33,100,1305
7,23,54,1305
8,20,63,1305
12,0,11,1305
2,10,32,1306
3,30,82,1306
4,46,144,1306
5,64,180,1306
6,35,100,1306
7,17,54,1306
8,24,63,1306
12,0,11,1306
2,13,32,1307
3,27,82,1307
4,48,144,1307
5,80,180,1307
6,37,100,1307
7,28,54,1307
8,31,63,1307
12,3,11,1307
2,3,32,1308
3,38,82,1308
4,39,144,1308
5,51,180,1308
6,35,100,1308
7,23,54,1308
8,21,63,1308
12,0,11,1308
2,12,32,1309
3,27,82,1309
4,40,144,1309
5,72,180,1309
6,36,100,1309
7,22,54,1309
8,26,63,1309
12,5,11,1309
2,12,32,1310
3,34,82,1310
4,40,144,1310
5,68,180,1310
6,33,100,1310
7,22,54,1310
8,28,63,1310
12,2,11,1310
2,14,32,1311
3,30,82,1311
4,46,144,1311
5,57,180,1311
6,34,100,1311
7,16,54,1311
8,22,63,1311
12,0,11,1311
2,14,32,1312
3,39,82,1312
4,58,144,1312
5,65,180,1312
6,40,100,1312
7,29,54,1312
8,31,63,1312
12,1,11,1312
2,9,32,1313
3,29,82,1313
4,44,144,1313
5,72,180,1313
6,38,100,1313
7,19,54,1313
8,32,63,1313
12,0,11,1313
2,11,32,1314
3,28,82,1314
4,48,144,1314
5,65,180,1314
6,34,100,1314
7,26,54,1314
8,36,63,1314
12,3,11,1314
2,10,32,1315
3,29,82,1315
4,55,144,1315
5,71,180,1315
6,44,100,1315
7,23,54,1315
8,34,63,1315
12,3,11,1315
2,10,32,1316
3,29,82,1316
4,42,144,1316
5,54,180,1316
6,28,100,1316
7,28,54,1316
8,22,63,1316
12,1,11,1316
2,12,32,1317
3,20,82,1317
4,43,144,1317
5,67,180,1317
6,32,100,1317
7,24,54,1317
8,23,63,1317
12,3,11,1317
2,10,32,1318
3,25,82,1318
4,31,144,1318
5,62,180,1318
6,23,100,1318
7,14,54,1318
8,24,63,1318
12,1,11,1318
2,10,32,1319
3,24,82,1319
4,40,144,1319
5,69,180,1319
6,37,100,1319
7,19,54,1319
8,26,63,1319
12,0,11,1319
2,14,32,1320
3,21,82,1320
4,35,144,1320
5,68,180,1320
6,45,100,1320
7,27,54,1320
8,33,63,1320
12,1,11,1320
2,9,32,1321
3,26,82,1321
4,33,144,1321
5,71,180,1321
6,40,100,1321
7,20,54,1321
8,28,63,1321
12,2,11,1321
2,17,32,1322
3,35,82,1322
4,36,144,1322
5,57,180,1322
6,32,100,1322
7,24,54,1322
8,27,63,1322
12,6,11,1322
2,11,32,1323
3,30,82,1323
4,42,144,1323
5,70,180,1323
6,29,100,1323
7,24,54,1323
8,25,63,1323
12,1,11,1323
2,11,32,1324
3,24,82,1324
4,39,144,1324
5,60,180,1324
6,41,100,1324
7,21,54,1324
8,24,63,1324
12,4,11,1324
2,14,32,1325
3,36,82,1325
4,47,144,1325
5,65,180,1325
6,40,100,1325
7,14,54,1325
8,29,63,1325
12,1,11,1325
2,13,32,1326
3,34,82,1326
4,42,144,1326
5,62,180,1326
6,39,100,1326
7,22,54,1326
8,20,63,1326
12,3,11,1326
2,12,32,1327
3,30,82,1327
4,35,144,1327
5,53,180,1327
6,32,100,1327
7,23,54,1327
8,24,63,1327
12,0,11,1327
2,13,32,1328
3,25,82,1328
4,41,144,1328
5,58,180,1328
6,33,100,1328
7,14,54,1328
8,23,63,1328
12,3,11,1328
2,10,32,1329
3,37,82,1329
4,45,144,1329
5,61,180,1329
6,46,100,1329
7,23,54,1329
8,31,63,1329
12,2,11,1329
2,14,32,1330
3,39,82,1330
4,33,144,1330
5,65,180,1330
6,45,100,1330
7,20,54,1330
8,28,63,1330
12,5,11,1330
2,11,32,1331
3,29,82,1331
4,42,144,1331
5,62,180,1331
6,29,100,1331
7,26,54,1331
8,35,63,1331
12,4,11,1331
2,14,32,1332
3,31,82,1332
4,37,144,1332
5,70,180,1332
6,42,100,1332
7,24,54,1332
8,31,63,1332
12,2,11,1332
2,15,32,1333
3,22,82,1333
4,44,144,1333
5,66,180,1333
6,37,100,1333
7,26,54,1333
8,33,63,1333
12,1,11,1333
2,11,32,1334
3,30,82,1334
4,31,144,1334
5,58,180,1334
6,44,100,1334
7,26,54,1334
8,24,63,1334
12,3,11,1334
2,8,32,1335
3,27,82,1335
4,31,144,1335
5,65,180,1335
6,38,100,1335
7,25,54,1335
8,30,63,1335
12,2,11,1335
2,15,32,1336
3,16,82,1336
4,45,144,1336
5,52,180,1336
6,35,100,1336
7,19,54,1336
8,32,63,1336
12,3,11,1336
2,10,32,1337
3,28,82,1337
4,49,144,1337
5,68,180,1337
6,39,100,1337
7,22,54,1337
8,23,63,1337
12,3,11,1337
2,12,32,1338
3,29,82,1338
4,40,144,1338
5,66,180,1338
6,44,100,1338
7,24,54,1338
8,26,63,1338
12,5,11,1338
2,11,32,1339
3,30,82,1339
4,42,144,1339
5,74,180,1339
6,38,100,1339
7,20,54,1339
8,19,63,1339
12,2,11,1339
2,7,32,1340
3,31,82,1340
4,47,144,1340
5,59,180,1340
6,28,100,1340
7,17,54,1340
8,22,63,1340
12,2,11,1340
2,15,32,1341
3,28,82,1341
4,35,144,1341
5,69,180,1341
6,42,100,1341
7,21,54,1341
8,26,63,1341
12,1,11,1341
2,13,32,1342
3,28,82,1342
4,42,144,1342
5,70,180,1342
6,38,100,1342
7,28,54,1342
8,29,63,1342
12,1,11,1342
2,16,32,1343
3,33,82,1343
4,42,144,1343
5,61,180,1343
6,32,100,1343
7,21,54,1343
8,22,63,1343
12,1,11,1343
2,9,32,1344
3,26,82,1344
4,37,144,1344
5,55,180,1344
6,45,100,1344
7,21,54,1344
8,29,63,1344
12,4,11,1344
2,9,32,1345
3,26,82,1345
4,39,144,1345
5,60,180,1345
6,33,100,1345
7,18,54,1345
8,21,63,1345
12,3,11,1345
2,9,32,1346
3,36,82,1346
4,33,144,1346
5,64,180,1346
6,37,100,1346
7,13,54,1346
8,30,63,1346
12,3,11,1346
2,12,32,1347
3,27,82,1347
4,44,144,1347
5,66,180,1347
6,42,100,1347
7,25,54,1347
8,25,63,1347
12,2,11,1347
2,10,32,1348
3,29,82,1348
4,41,144,1348
5,55,180,1348
6,36,100,1348
7,22,54,1348
8,24,63,1348
12,2,11,1348
2,13,32,1349
3,27,82,1349
4,43,144,1349
5,73,180,1349
6,31,100,1349
7,21,54,1349
8,27,63,1349
12,0,11,1349
2,12,32,1350
3,29,82,1350
4,41,144,1350
5,61,180,1350
6,33,100,1350
7,21,54,1350
8,27,63,1350
12,2,11,1350
2,12,32,1351
3,28,82,1351
4,32,144,1351
5,60,180,1351
6,42,100,1351
7,18,54,1351
8,22,63,1351
12,1,11,1351
2,9,32,1352
3,29,82,1352
4,29,144,1352
5,59,180,1352
6,39,100,1352
7,24,54,1352
8,28,63,1352
12,1,11,1352
2,10,32,1353
3,27,82,1353
4,39,144,1353
5,57,180,1353
6,27,100,1353
7,25,54,1353
8,27,63,1353
12,3,11,1353
2,13,32,1354
3,27,82,1354
4,35,144,1354
5,52,180,1354
6,34,100,1354
7,17,54,1354
8,24,63,1354
12,1,11,1354
2,12,32,1355
3,31,82,1355
4,41,144,1355
5,66,180,1355
6,39,100,1355
7,27,54,1355
8,32,63,1355
12,4,11,1355
2,11,32,1356
3,25,82,1356
4,35,144,1356
5,64,180,1356
6,32,100,1356
7,25,54,1356
8,28,63,1356
12,1,11,1356
2,10,32,1357
3,31,82,1357
4,38,144,1357
5,68,180,1357
6,29,100,1357
7,20,54,1357
8,35,63,1357
12,3,11,1357
2,9,32,1358
3,22,82,1358
4,38,144,1358
5,65,180,1358
6,34,100,1358
7,25,54,1358
8,24,63,1358
12,3,11,1358
2,13,32,1359
3,32,82,1359
4,47,144,1359
5,65,180,1359
6,46,100,1359
7,17,54,1359
8,23,63,1359
12,3,11,1359
2,10,32,1360
3,33,82,1360
4,37,144,1360
5,55,180,1360
6,33,100,1360
7,20,54,1360
8,25,63,1360
12,2,11,1360
2,15,32,1361
3,30,82,1361
4,53,144,1361
5,58,180,1361
6,39,100,1361
7,21,54,1361
8,34,63,1361
12,0,11,1361
2,13,32,1362
3,32,82,1362
4,41,144,1362
5,60,180,1362
6,37,100,1362
7,21,54,1362
8,24,63,1362
12,1,11,1362
2,11,32,1363
3,24,82,1363
4,35,144,1363
5,55,180,1363
6,34,100,1363
7,27,54,1363
8,23,63,1363
12,3,11,1363
2,12,32,1364
3,27,82,1364
4,39,144,1364
5,53,180,1364
6,46,100,1364
7,29,54,1364
8,29,63,1364
12,0,11,1364
2,11,32,1365
3,27,82,1365
4,35,144,1365
5,66,180,1365
6,35,100,1365
7,23,54,1365
8,26,63,1365
12,8,11,1365
2,14,32,1366
3,26,82,1366
4,49,144,1366
5,57,180,1366
6,39,100,1366
7,26,54,1366
8,28,63,1366
12,3,11,1366
2,6,32,1367
3,25,82,1367
4,40,144,1367
5,66,180,1367
6,34,100,1367
7,26,54,1367
8,23,63,1367
12,0,11,1367
2,17,32,1368
3,32,82,1368
4,31,144,1368
5,82,180,1368
6,46,100,1368
7,22,54,1368
8,31,63,1368
12,2,11,1368
2,9,32,1369
3,24,82,1369
4,42,144,1369
5,57,180,1369
6,40,100,1369
7,28,54,1369
8,28,63,1369
12,2,11,1369
2,10,32,1370
3,25,82,1370
4,36,144,1370
5,59,180,1370
6,31,100,1370
7,18,54,1370
8,21,63,1370
12,6,11,1370
2,13,32,1371
3,29,82,1371
4,40,144,1371
5,61,180,1371
6,40,100,1371
7,24,54,1371
8,29,63,1371
12,3,11,1371
2,11,32,1372
3,31,82,1372
4,32,144,1372
5,57,180,1372
6,38,100,1372
7,26,54,1372
8,27,63,1372
12,3,11,1372
2,7,32,1373
3,26,82,1373
4,34,144,1373
5,65,180,1373
6,41,100,1373
7,23,54,1373
8,27,63,1373
12,4,11,1373
2,10,32,1374
3,31,82,1374
4,38,144,1374
5,57,180,1374
6,50,100,1374
7,30,54,1374
8,37,63,1374
12,5,11,1374
2,13,32,1375
3,29,82,1375
4,30,144,1375
5,72,180,1375
6,31,100,1375
7,22,54,1375
8,26,63,1375
12,1,11,1375
2,10,32,1376
3,41,82,1376
4,40,144,1376
5,55,180,1376
6,31,100,1376
7,24,54,1376
8,24,63,1376
12,1,11,1376
2,11,32,1377
3,23,82,1377
4,39,144,1377
5,53,180,1377
6,34,100,1377
7,19,54,1377
8,20,63,1377
12,7,11,1377
2,12,32,1378
3,36,82,1378
4,41,144,1378
5,69,180,1378
6,53,100,1378
7,30,54,1378
8,22,63,1378
12,1,11,1378
2,10,32,1379
3,37,82,1379
4,35,144,1379
5,62,180,1379
6,37,100,1379
7,23,54,1379
8,26,63,1379
12,3,11,1379
2,14,32,1380
3,28,82,1380
4,42,144,1380
5,59,180,1380
6,33,100,1380
7,27,54,1380
8,22,63,1380
12,1,11,1380
2,11,32,1381
3,28,82,1381
4,31,144,1381
5,54,180,1381
6,44,100,1381
7,11,54,1381
8,21,63,1381
12,3,11,1381
2,12,32,1382
3,32,82,1382
4,46,144,1382
5,69,180,1382
6,38,100,1382
7,26,54,1382
8,34,63,1382
12,2,11,1382
2,11,32,1383
3,23,82,1383
4,38,144,1383
5,54,180,1383
6,42,100,1383
7,17,54,1383
8,24,63,1383
12,3,11,1383
2,10,32,1384
3,25,82,1384
4,49,144,1384
5,58,180,1384
6,27,100,1384
7,20,54,1384
8,30,63,1384
12,2,11,1384
2,10,32,1385
3,29,82,1385
4,41,144,1385
5,62,180,1385
6,30,100,1385
7,24,54,1385
8,20,63,1385
12,2,11,1385
2,9,32,1386
3,22,82,1386
4,37,144,1386
5,44,180,1386
6,37,100,1386
7,18,54,1386
8,27,63,1386
12,4,11,1386
2,6,32,1387
3,27,82,1387
4,41,144,1387
5,51,180,1387
6,35,100,1387
7,22,54,1387
8,23,63,1387
12,3,11,1387
2,5,32,1388
3,31,82,1388
4,42,144,1388
5,58,180,1388
6,26,100,1388
7,20,54,1388
8,23,63,1388
12,1,11,1388
2,10,32,1389
3,24,82,1389
4,44,144,1389
5,52,180,1389
6,41,100,1389
7,22,54,1389
8,21,63,1389
12,2,11,1389
2,16,32,1390
3,29,82,1390
4,31,144,1390
5,71,180,1390
6,45,100,1390
7,25,54,1390
8,29,63,1390
12,1,11,1390
2,9,32,1391
3,27,82,1391
4,41,144,1391
5,63,180,1391
6,38,100,1391
7,29,54,1391
8,34,63,1391
12,0,11,1391
2,11,32,1392
3,25,82,1392
4,46,144,1392
5,67,180,1392
6,36,100,1392
7,25,54,1392
8,21,63,1392
12,4,11,1392
2,17,32,1393
3,27,82,1393
4,42,144,1393
5,68,180,1393
6,51,100,1393
7,27,54,1393
8,26,63,1393
12,0,11,1393
2,13,32,1394
3,26,82,1394
4,47,144,1394
5,68,180,1394
6,32,100,1394
7,20,54,1394
8,28,63,1394
12,8,11,1394
2,10,32,1395
3,26,82,1395
4,38,144,1395
5,60,180,1395
6,39,100,1395
7,20,54,1395
8,28,63,1395
12,2,11,1395
2,8,32,1396
3,28,82,1396
4,36,144,1396
5,64,180,1396
6,35,100,1396
7,14,54,1396
8,27,63,1396
12,3,11,1396
2,12,32,1397
3,31,82,1397
4,35,144,1397
5,71,180,1397
6,38,100,1397
7,26,54,1397
8,20,63,1397
12,4,11,1397
2,10,32,1398
3,32,82,1398
4,49,144,1398
5,74,180,1398
6,32,100,1398
7,23,54,1398
8,29,63,1398
12,6,11,1398
2,13,32,1399
3,22,82,1399
4,38,144,1399
5,58,180,1399
6,37,100,1399
7,21,54,1399
8,26,63,1399
12,2,11,1399
2,6,32,1400
3,32,82,1400
4,33,144,1400
5,56,180,1400
6,27,100,1400
7,25,54,1400
8,29,63,1400
12,7,11,1400
2,14,32,1401
3,31,82,1401
4,42,144,1401
5,63,180,1401
6,44,100,1401
7,25,54,1401
8,30,63,1401
12,1,11,1401
2,9,32,1402
3,24,82,1402
4,38,144,1402
5,56,180,1402
6,43,100,1402
7,19,54,1402
8,23,63,1402
12,3,11,1402
2,10,32,1403
3,26,82,1403
4,36,144,1403
5,75,180,1403
6,31,100,1403
7,22,54,1403
8,22,63,1403
12,4,11,1403
2,10,32,1404
3,40,82,1404
4,33,144,1404
5,58,180,1404
6,39,100,1404
7,26,54,1404
8,24,63,1404
12,0,11,1404
2,10,32,1405
3,19,82,1405
4,46,144,1405
5,71,180,1405
6,39,100,1405
7,24,54,1405
8,30,63,1405
12,2,11,1405
2,11,32,1406
3,21,82,1406
4,45,144,1406
5,68,180,1406
6,41,100,1406
7,27,54,1406
8,29,63,1406
12,3,11,1406
2,9,32,1407
3,17,82,1407
4,35,144,1407
5,63,180,1407
6,31,100,1407
7,18,54,1407
8,25,63,1407
12,1,11,1407
2,12,32,1408
3,33,82,1408
4,31,144,1408
5,62,180,1408
6,32,100,1408
7,32,54,1408
8,24,63,1408
12,0,11,1408
2,8,32,1409
3,30,82,1409
4,27,144,1409
5,69,180,1409
6,38,100,1409
7,18,54,1409
8,24,63,1409
12,6,11,1409
2,8,32,1410
3,27,82,1410
4,43,144,1410
5,51,180,1410
6,31,100,1410
7,21,54,1410
8,26,63,1410
12,3,11,1410
2,7,32,1411
3,26,82,1411
4,30,144,1411
5,62,180,1411
6,35,100,1411
7,26,54,1411
8,20,63,1411
12,7,11,1411
2,11,32,1412
3,24,82,1412
4,42,144,1412
5,51,180,1412
6,39,100,1412
7,20,54,1412
8,28,63,1412
12,4,11,1412
2,13,32,1413
3,33,82,1413
4,39,144,1413
5,63,180,1413
6,37,100,1413
7,21,54,1413
8,28,63,1413
12,2,11,1413
2,11,32,1414
3,30,82,1414
4,44,144,1414
5,61,180,1414
6,39,100,1414
7,20,54,1414
8,29,63,1414
12,1,11,1414
2,7,32,1415
3,34,82,1415
4,39,144,1415
5,57,180,1415
6,39,100,1415
7,26,54,1415
8,22,63,1415
12,0,11,1415
2,9,32,1416
3,24,82,1416
4,43,144,1416
5,50,180,1416
6,41,100,1416
7,20,54,1416
8,26,63,1416
12,3,11,1416
2,11,32,1417
3,19,82,1417
4,41,144,1417
5,58,180,1417
6,39,100,1417
7,20,54,1417
8,16,63,1417
12,4,11,1417
2,11,32,1418
3,30,82,1418
4,47,144,1418
5,63,180,1418
6,33,100,1418
7,16,54,1418
8,23,63,1418
12,1,11,1418
2,11,32,1419
3,25,82,1419
4,31,144,1419
5,54,180,1419
6,37,100,1419
7,23,54,1419
8,25,63,1419
12,7,11,1419
2,10,32,1420
3,31,82,1420
4,34,144,1420
5,60,180,1420
6,43,100,1420
7,25,54,1420
8,26,63,1420
12,2,11,1420
2,9,32,1421
3,32,82,1421
4,50,144,1421
5,69,180,1421
6,32,100,1421
7,32,54,1421
8,31,63,1421
12,0,11,1421
2,10,32,1422
3,25,82,1422
4,32,144,1422
5,64,180,1422
6,41,100,1422
7,24,54,1422
8,25,63,1422
12,1,11,1422
2,13,32,1423
3,28,82,1423
4,45,144,1423
5,57,180,1423
6,47,100,1423
7,21,54,1423
8,25,63,1423
12,4,11,1423
2,14,32,1424
3,30,82,1424
4,35,144,1424
5,58,180,1424
6,41,100,1424
7,21,54,1424
8,20,63,1424
12,1,11,1424
2,11,32,1425
3,27,82,1425
4,43,144,1425
5,65,180,1425
6,34,100,1425
7,20,54,1425
8,29,63,1425
12,1,11,1425
2,12,32,1426
3,29,82,1426
4,36,144,1426
5,57,180,1426
6,31,100,1426
7,19,54,1426
8,29,63,1426
12,0,11,1426
2,11,32,1427
3,25,82,1427
4,34,144,1427
5,63,180,1427
6,33,100,1427
7,20,54,1427
8,23,63,1427
12,2,11,1427
2,12,32,1428
3,30,82,1428
4,32,144,1428
5,54,180,1428
6,32,100,1428
7,19,54,1428
8,25,63,1428
12,3,11,1428
2,10,32,1429
3,27,82,1429
4,38,144,1429
5,56,180,1429
6,37,100,1429
7,18,54,1429
8,26,63,1429
12,2,11,1429
2,11,32,1430
3,39,82,1430
4,43,144,1430
5,56,180,1430
6,31,100,1430
7,20,54,1430
8,32,63,1430
12,1,11,1430
2,13,32,1431
3,28,82,1431
4,36,144,1431
5,58,180,1431
6,30,100,1431
7,21,54,1431
8,31,63,1431
12,3,11,1431
2,12,32,1432
3,41,82,1432
4,40,144,1432
5,62,180,1432
6,50,100,1432
7,25,54,1432
8,27,63,1432
12,1,11,1432
2,11,32,1433
3,23,82,1433
4,37,144,1433
5,62,180,1433
6,32,100,1433
7,21,54,1433
8,20,63,1433
12,1,11,1433
2,9,32,1434
3,35,82,1434
4,36,144,1434
5,54,180,1434
6,38,100,1434
7,21,54,1434
8,27,63,1434
12,1,11,1434
2,9,32,1435
3,30,82,1435
4,55,144,1435
5,54,180,1435
6,40,100,1435
7,23,54,1435
8,33,63,1435
12,3,11,1435
2,6,32,1436
3,27,82,1436
4,34,144,1436
5,73,180,1436
6,31,100,1436
7,29,54,1436
8,25,63,1436
12,1,11,1436
2,13,32,1437
3,30,82,1437
4,44,144,1437
5,66,180,1437
6,44,100,1437
7,13,54,1437
8,29,63,1437
12,4,11,1437
2,11,32,1438
3,24,82,1438
4,35,144,1438
5,46,180,1438
6,29,100,1438
7,27,54,1438
8,24,63,1438
12,3,11,1438
2,10,32,1439
3,24,82,1439
4,35,144,1439
5,62,180,1439
6,33,100,1439
7,23,54,1439
8,28,63,1439
12,1,11,1439
2,13,32,1440
3,29,82,1440
4,32,144,1440
5,68,180,1440
6,37,100,1440
7,22,54,1440
8,23,63,1440
12,3,11,1440
2,10,32,1441
3,30,82,1441
